"Object","Catalogue","Type","RA","Dec","Const","Mag","Subr","Size_max","Size_min","Common","Other"
"NGC 3212","NGC","GALXY","10.471","79.823","DRA","13.1","22.72","0.83","0.75","","UGC 5643"
"NGC 3213","NGC","GALXY","10.355","19.652","LEO","13.5","22.85","1.05","0.83","","UGC 5590"
"NGC 3214","NGC","GALXY","10.386","57.039","UMA","13.9","23.75","1.08","0.45","","MCG 10-15- 71"
"NGC 3215","NGC","GALXY","10.478","79.813","DRA","13.0","22.32","0.95","0.52","","UGC 5659"
"NGC 3216","NGC","GALXY","10.361","23.923","LEO","13.4","24.47","1.71","1.07","","UGC 5593"
"NGC 3217","NGC","GALXY","10.392","10.96","LEO","15.3","22.42","0.53","0.4","","IC 606"
"NGC 3218","NGC","GALXY","10.364","74.177","DRA","12.6","","2.3","1.4","","NGC 3183"
"NGC 3219","NGC","GALXY","10.377","38.579","LMI","14.21","24.13","1.08","0.63","","MCG 7-21- 51"
"NGC 3220","NGC","GALXY","10.396","57.027","UMA","13.95","22.57","1.18","0.48","","IC 604"
"NGC 3221","NGC","GALXY","10.372","21.57","LEO","13.1","23.26","1.7","0.76","","UGC 5601"
"NGC 3222","NGC","GALXY","10.376","19.887","LEO","12.79","22.72","1.12","1.01","","UGC 5610"
"NGC 3223","NGC","GALXY","10.36","-34.267","ANT","10.96","23.36","4.28","2.79","","IC 2571"
"NGC 3224","NGC","GALXY","10.361","-34.697","ANT","12.21","23.23","1.72","1.41","","ESO 375-13"
"NGC 3225","NGC","GALXY","10.419","58.15","UMA","13.66","22.98","1.65","0.75","","UGC 5631"
"NGC 3226","NGC","GALXY","10.391","19.899","LEO","12.95","23.69","3.13","2.26","","UGC 5617"
"NGC 3227","NGC","GALXY","10.392","19.865","LEO","11.72","22.88","3.98","1.86","","UGC 5620"
"NGC 3228","NGC","OPNCL","10.356","-51.723","VEL","6.0","","6.6","6.6","","OCL 800"
"NGC 3230","NGC","GALXY","10.396","12.568","LEO","12.8","24.72","2.02","0.64","","UGC 5624"
"NGC 3231","NGC","OPNCL","10.449","66.815","UMA","","","4","4","",""
"NGC 3232","NGC","GALXY","10.407","28.026","LMI","14.2","23.7","0.85","0.69","","MCG 5-25- 4"
"NGC 3233","NGC","GALXY","10.366","-22.268","HYA","12.5","23.07","1.52","0.64","","ESO 568- 1"
"NGC 3234","NGC","GALXY","10.416","28.024","LMI","14.5","23.82","1.34","0.96","","NGC 3235"
"NGC 3235","NGC","GALXY","10.416","28.024","LMI","13.3","13.3","1.2","0.9","","NGC 3234"
"NGC 3236","NGC","GALXY","10.447","61.273","UMA","15.3","23.87","0.95","0.67","","MCG 10-15- 81"
"NGC 3237","NGC","GALXY","10.429","39.646","UMA","13.0","22.98","1.07","1.04","","UGC 5640"
"NGC 3238","NGC","GALXY","10.445","57.226","UMA","12.9","23.03","1.11","0.91","","UGC 5649"
"NGC 3239","NGC","GALXY","10.418","17.164","LEO","11.4","22.95","3.61","2.71","","UGC 5637"
"NGC 3240","NGC","GALXY","10.409","-21.791","HYA","13.2","22.9","1.19","1.03","","ESO 568- 3"
"NGC 3241","NGC","GALXY","10.405","-32.483","ANT","12.2","23.27","2.29","1.55","","ESO 436-16"
"NGC 3242","NGC","PLNNB","10.413","-18.642","HYA","7.7","5.4","0.58","0.42","Jupiter's Ghost Nebula, CBS Eye, Eye Nebula, Ghost of Jupiter","PK 261+32.1, C 59"
"NGC 3243","NGC","GALXY","10.439","-2.622","SEX","12.6","24.3","1.73","1.19","","UGC 5652"
"NGC 3244","NGC","GALXY","10.425","-39.828","ANT","12.32","23.02","2.18","1.46","","ESO 317-24"
"NGC 3245","NGC","GALXY","10.455","28.507","LMI","10.75","23.17","3.61","2.3","","UGC 5663"
"NGC 3245A","NGC","GALXY","10.45","28.639","LMI","13.9","24.43","2.32","0.3","","UGC 5662"
"NGC 3246","NGC","GALXY","10.445","3.862","SEX","12.7","23.43","1.94","0.95","","UGC 5661"
"NGC 3247","NGC","BRTNB","10.404","-57.763","CAR","7.6","","5.0","5.0","","OCL 809"
"NGC 3248","NGC","GALXY","10.463","22.847","LEO","12.4","23.77","1.7","0.94","","UGC 5669"
"NGC 3249","NGC","GALXY","10.44","-34.964","ANT","13.1","23.44","1.57","1.4","","ESO 375-24"
"NGC 3250","NGC","GALXY","10.442","-39.944","ANT","11.02","23.38","2.96","2.2","","ESO 317-26"
"NGC 3250A","NGC","GALXY","10.465","-40.081","ANT","14.8","24.28","1.62","0.32","","ESO 317-30"
"NGC 3250B","NGC","GALXY","10.462","-40.435","VEL","12.63","24.12","2.77","0.8","","ESO 317-29"
"NGC 3250C","NGC","GALXY","10.462","-40.003","ANT","14.23","23.77","1.91","0.7","","ESO 317-28"
"NGC 3250D","NGC","GALXY","10.466","-39.815","ANT","13.3","24.36","1.89","0.33","","ESO 317-31"
"NGC 3250E","NGC","GALXY","10.484","-40.083","ANT","12.5","23.15","1.82","1.45","","ESO 317-34"
"NGC 3251","NGC","GALXY","10.488","26.099","LEO","13.3","23.34","2.06","0.5","","IC 2579"
"NGC 3252","NGC","GALXY","10.573","73.765","DRA","13.5","23.3","1.87","0.66","","UGC 5732"
"NGC 3253","NGC","GALXY","10.474","12.704","LEO","13.59","23.3","1.15","1.07","","UGC 5674"
"NGC 3254","NGC","GALXY","10.489","29.492","LMI","11.66","22.31","2.34","1.12","","UGC 5685"
"NGC 3255","NGC","OPNCL","10.442","-60.675","CAR","11.0","","4.8","4.8","","OCL 817"
"NGC 3256","NGC","GALXY","10.464","-43.904","VEL","11.58","23.12","3.29","2.26","","ESO 263-38"
"NGC 3256A","NGC","GALXY","10.431","-43.748","VEL","14.5","23.78","1.33","0.65","","ESO 263-34"
"NGC 3256B","NGC","GALXY","10.484","-44.403","VEL","13.1","23.21","2.1","0.61","","ESO 263-39"
"NGC 3256C","NGC","GALXY","10.485","-43.849","VEL","12.7","23.13","1.91","1.3","","ESO 263-41"
"NGC 3257","NGC","GALXY","10.48","-35.658","ANT","13.12","23.01","1.08","0.87","","ESO 375-36"
"NGC 3258","NGC","GALXY","10.482","-35.606","ANT","11.41","23.7","2.94","2.34","","ESO 375-37"
"NGC 3258A","NGC","GALXY","10.472","-35.454","ANT","13.24","23.24","1.22","0.44","","ESO 375-32"
"NGC 3258B","NGC","GALXY","10.507","-35.564","ANT","15.2","24.0","1.06","0.35","",""
"NGC 3258C","NGC","GALXY","10.523","-35.22","ANT","13.7","23.27","1.11","0.74","","ESO 375-53"
"NGC 3258D","NGC","GALXY","10.532","-35.41","ANT","13.2","23.53","1.98","0.84","","ESO 375-58"
"NGC 3258E","NGC","GALXY","10.54","-34.998","ANT","14.6","24.08","1.57","0.37","","ESO 375-60"
"NGC 3259","NGC","GALXY","10.543","65.041","UMA","12.72","22.6","1.72","0.9","","UGC 5717"
"NGC 3260","NGC","GALXY","10.485","-35.595","ANT","12.67","23.35","1.41","1.22","","ESO 375-40"
"NGC 3261","NGC","GALXY","10.484","-44.657","VEL","11.41","23.46","3.65","2.84","","ESO 263-40"
"NGC 3262","NGC","GALXY","10.485","-44.16","VEL","13.13","23.22","1.17","0.91","","ESO 263-42"
"NGC 3263","NGC","GALXY","10.487","-44.123","VEL","12.15","24.4","7.83","1.84","","ESO 263-43"
"NGC 3264","NGC","GALXY","10.539","56.085","UMA","13.16","21.88","2.09","0.62","","UGC 5719"
"NGC 3265","NGC","GALXY","10.519","28.797","LMI","13.54","22.83","0.97","0.71","","UGC 5705"
"NGC 3266","NGC","GALXY","10.555","64.749","UMA","12.4","22.93","1.39","1.21","","UGC 5725"
"NGC 3267","NGC","GALXY","10.497","-35.322","ANT","13.35","23.2","1.55","0.73","","ESO 375-42"
"NGC 3268","NGC","GALXY","10.5","-35.325","ANT","11.41","23.9","3.5","2.62","","ESO 375-45"
"NGC 3269","NGC","GALXY","10.499","-35.224","ANT","12.26","23.87","2.51","1.02","","ESO 375-44"
"NGC 3270","NGC","GALXY","10.525","24.869","LEO","13.05","23.59","2.34","0.62","","UGC 5711"
"NGC 3271","NGC","GALXY","10.507","-35.36","ANT","11.73","23.92","3.01","1.67","","IC 2585"
"NGC 3273","NGC","GALXY","10.508","-35.611","ANT","12.48","23.64","1.91","0.88","","ESO 375-49"
"NGC 3274","NGC","GALXY","10.538","27.669","LEO","12.84","22.4","1.63","0.81","","UGC 5721"
"NGC 3275","NGC","GALXY","10.514","-36.737","ANT","11.65","23.33","2.81","2.05","","ESO 375-50"
"NGC 3275A","NGC","GALXY","10.502","-36.7","ANT","15.1","","1","0.3","","ESO 375-46"
"NGC 3276","NGC","GALXY","10.519","-39.945","ANT","13.4","23.62","1.26","0.74","","ESO 317-40"
"NGC 3277","NGC","GALXY","10.549","28.512","LMI","11.65","22.66","2.11","1.59","","UGC 5731"
"NGC 3278","NGC","GALXY","10.526","-39.955","ANT","12.3","22.26","1.35","1.04","","ESO 317-43"
"NGC 3279","NGC","GALXY","10.579","11.197","LEO","13.4","23.18","2.48","0.41","","IC 622"
"NGC 3280","NGC","GALCL","10.546","-12.636","HYA","15.7","","1.4","0.5","","NGC 3295"
"NGC 3280A","NGC","GALXY","10.546","-12.635","HYA","16.0","23.51","0.65","0.57","","NGC 3295A"
"NGC 3280B","NGC","GALXY","10.546","-12.637","HYA","16.0","23.86","1.02","0.58","","IC 617, NGC 3295B"
"NGC 3280C","NGC","GALXY","10.546","-12.637","HYA","16.0","24.62","1.23","0.54","","NGC 3295C"
"NGC 3281","NGC","GALXY","10.531","-34.854","ANT","11.95","23.34","3.1","1.27","","ESO 375-55"
"NGC 3281A","NGC","GALXY","10.533","-35.198","ANT","14.4","23.64","1.25","0.89","","ESO 375-59"
"NGC 3281B","NGC","GALXY","10.531","-35.205","ANT","14.6","24.42","1.31","0.64","",""
"NGC 3281C","NGC","GALXY","10.55","-34.886","ANT","13.3","23.35","1.13","0.41","","ESO 375-63"
"NGC 3281D","NGC","GALXY","10.572","-34.403","ANT","14.0","23.57","2.06","0.39","","ESO 375-68"
"NGC 3282","NGC","GALXY","10.539","-22.302","HYA","13.0","23.98","1.77","0.65","","ESO 568-16"
"NGC 3283","NGC","GALXY","10.52","-46.251","VEL","11.74","23.58","2.86","2.07","","ESO 264-?1"
"NGC 3284","NGC","GALXY","10.606","58.62","UMA","13.67","23.81","1.36","0.83","","NGC 3286"
"NGC 3285","NGC","GALXY","10.56","-27.454","HYA","11.98","23.8","2.97","1.52","","ESO 501-15"
"NGC 3285A","NGC","GALXY","10.547","-27.522","HYA","13.84","23.33","1.21","0.87","","ESO 501- 8"
"NGC 3285B","NGC","GALXY","10.577","-27.653","HYA","13.2","23.27","1.64","1.04","","ESO 501-18"
"NGC 3286","NGC","GALXY","10.606","58.62","UMA","13.6","12.5","1.4","1.1","","NGC 3284"
"NGC 3287","NGC","GALXY","10.58","21.648","LEO","12.3","22.26","1.78","0.85","","UGC 5742"
"NGC 3288","NGC","GALXY","10.607","58.556","UMA","13.99","23.33","0.89","0.7","","UGC 5752"
"NGC 3289","NGC","GALXY","10.569","-35.323","ANT","12.55","23.59","1.99","0.47","","ESO 375-65"
"NGC 3290","NGC","GALXY","10.588","-17.277","HYA","14.0","22.79","1.05","0.6","","MCG - 3-27- 20"
"NGC 3292","NGC","GALXY","10.593","-6.18","SEX","14.5","23.76","1.11","0.85","","MCG - 1-27- 23"
"NGC 3293","NGC","OPNCL","10.597","-58.224","CAR","4.7","","5.1","5.1","Gem Cluster","OCL 816"
"NGC 3294","NGC","GALXY","10.605","37.325","LMI","11.68","22.78","3.08","1.6","","UGC 5753"
"NGC 3295","NGC","GALCL","10.546","-12.636","HYA","15.7","","0.7","0.5","","NGC 3280"
"NGC 3296","NGC","GALXY","10.546","-12.717","HYA","14.3","23.93","1.11","0.99","","IC 618"
"NGC 3297","NGC","GALXY","10.553","-12.672","HYA","15.1","23.84","0.87","0.51","","NPM 1G -12 326"
"NGC 3298","NGC","GALXY","10.62","50.121","UMA","15.0","23.86","1.1","0.7","","MCG 8-19- 43"
"NGC 3299","NGC","GALXY","10.607","12.707","LEO","12.8","23.62","1.79","1.32","","UGC 5761"
"NGC 3300","NGC","GALXY","10.611","14.171","LEO","12.1","22.99","1.53","0.78","","UGC 5766"
"NGC 3301","NGC","GALXY","10.616","21.882","LEO","11.41","23.66","3.63","1.06","","NGC 3760"
"NGC 3302","NGC","GALXY","10.597","-32.358","ANT","12.5","23.71","1.93","1.28","","ESO 437- 7"
"NGC 3303","NGC","GALCL","10.617","18.137","LEO","14.5","","1.3","1.2","","UGC 5773"
"NGC 3303 NED01","NGC","GALXY","10.617","18.138","LEO","","22.83","0.59","0.35","",""
"NGC 3303 NED02","NGC","GALXY","10.617","18.136","LEO","14.5","23.24","1.1","0.74","",""
"NGC 3304","NGC","GALXY","10.627","37.456","LMI","13.4","23.65","1.55","0.53","","UGC 5777"
"NGC 3305","NGC","GALXY","10.603","-27.162","HYA","12.74","22.97","1.17","1.11","","ESO 501-30"
"NGC 3306","NGC","GALXY","10.62","12.652","LEO","13.5","22.23","1.04","0.45","","UGC 5774"
"NGC 3307","NGC","GALXY","10.605","-27.53","HYA","14.4","23.7","0.95","0.32","","ESO 501-31"
"NGC 3308","NGC","GALXY","10.606","-27.438","HYA","12.3","22.51","1.21","0.72","","ESO 501-34"
"NGC 3309","NGC","GALXY","10.61","-27.518","HYA","11.74","22.73","1.82","1.57","","ESO 501-36"
"NGC 3310","NGC","GALXY","10.646","53.503","UMA","11.61","21.27","1.8","1.73","","UGC 5786"
"NGC 3311","NGC","GALXY","10.612","-27.528","HYA","11.32","23.65","2.63","2.33","","ESO 501-38"
"NGC 3312","NGC","GALXY","10.617","-27.565","HYA","12.89","23.35","3.31","1.07","","IC 629"
"NGC 3313","NGC","GALXY","10.624","-25.319","HYA","11.73","23.4","2.96","2.02","","ESO 501-50"
"NGC 3314","NGC","GALCL","10.62","-27.684","HYA","14.0","","1.2","0.7","","ESO 501-46"
"NGC 3314A","NGC","GALXY","10.62","-27.684","HYA","13.11","22.84","1.17","0.64","",""
"NGC 3314B","NGC","GALXY","10.62","-27.685","HYA","","21.01","0.64","0.46","",""
"NGC 3315","NGC","GALXY","10.622","-27.192","HYA","13.05","23.5","1.2","1.04","","ESO 501-G 048"
"NGC 3316","NGC","GALXY","10.627","-27.594","HYA","12.59","22.51","0.96","0.78","","ESO 501-54"
"NGC 3318","NGC","GALXY","10.621","-41.628","VEL","11.5","22.61","2.52","1.36","","ESO 317-52"
"NGC 3318A","NGC","GALXY","10.592","-41.741","VEL","15.1","24.35","1.29","0.58","","ESO 317-50"
"NGC 3318B","NGC","GALXY","10.626","-41.465","VEL","13.2","23.32","1.54","1.12","","ESO 317-53"
"NGC 3319","NGC","GALXY","10.653","41.687","UMA","11.37","22.7","3.63","1.77","","UGC 5789"
"NGC 3320","NGC","GALXY","10.66","47.398","UMA","12.3","22.46","1.95","0.87","","UGC 5794"
"NGC 3321","NGC","GALXY","10.647","-11.649","SEX","14.0","23.56","2.3","1.11","","NGC 3322"
"NGC 3322","NGC","GALXY","10.647","-11.649","SEX","14.2","","2.5","1.2","","NGC 3321"
"NGC 3323","NGC","GALXY","10.661","25.323","LMI","13.3","22.64","0.95","0.52","","UGC 5800"
"NGC 3324","NGC","CL+NB","10.621","-58.62","CAR","6.7","","20.0","4.8","","IC 2599"
"NGC 3325","NGC","GALXY","10.656","-0.2","SEX","13.0","23.35","1.26","1.07","","UGC 5795"
"NGC 3326","NGC","GALXY","10.659","5.108","SEX","13.7","22.88","0.97","0.87","","UGC 5799"
"NGC 3327","NGC","GALXY","10.666","24.091","LMI","13.4","23.08","1.26","0.86","","UGC 5803"
"NGC 3329","NGC","GALXY","10.744","76.809","DRA","12.2","22.73","1.91","1.14","","NGC 3397"
"NGC 3330","NGC","OPNCL","10.646","-54.131","VEL","7.4","","5.1","5.1","","OCL 806"
"NGC 3331","NGC","GALXY","10.669","-23.82","HYA","13.2","22.91","1.19","0.95","","ESO 501-72"
"NGC 3332","NGC","GALXY","10.675","9.183","LEO","12.3","23.05","1.37","1.14","","NGC 3342"
"NGC 3333","NGC","GALXY","10.664","-36.036","ANT","13.12","22.41","1.44","0.41","","ESO 376- 2"
"NGC 3334","NGC","GALXY","10.692","37.313","LMI","12.84","23.0","1.21","1.13","","UGC 5817"
"NGC 3335","NGC","GALXY","10.659","-23.923","HYA","13.0","23.02","1.1","0.91","","ESO 501-71"
"NGC 3336","NGC","GALXY","10.671","-27.777","HYA","12.31","23.04","1.97","1.74","","ESO 437-36"
"NGC 3337","NGC","GALXY","10.697","4.988","SEX","15.3","24.13","1.16","0.57","","ZwG 37.119"
"NGC 3338","NGC","GALXY","10.702","13.747","LEO","10.88","20.18","1.23","0.71","","UGC 5826"
"NGC 3339","NGC","Stars","10.703","-0.369","SEX","13.6","","1.29","0.94","(Single Star)","NGC 3340"
"NGC 3340","NGC","GALXY","10.705","-0.377","SEX","13.24","22.81","1.29","0.94","","NGC 3339"
"NGC 3341","NGC","GALXY","10.709","5.044","SEX","14.9","23.73","1.07","0.31","","UGC 5831"
"NGC 3342","NGC","GALXY","10.675","9.183","LEO","12.5","","1.4","1.4","","NGC 3332"
"NGC 3343","NGC","GALXY","10.77","73.353","DRA","13.4","24.11","1.34","0.93","","UGC 5863"
"NGC 3344","NGC","GALXY","10.725","24.922","LMI","9.98","23.33","6.7","6.37","","UGC 5840"
"NGC 3346","NGC","GALXY","10.727","14.872","LEO","11.7","23.31","2.64","2.2","","UGC 5842"
"NGC 3347","NGC","GALXY","10.713","-36.353","ANT","11.51","22.99","4.05","1.14","","ESO 376-13"
"NGC 3347A","NGC","GALXY","10.672","-36.411","ANT","12.8","23.11","2.21","0.84","","ESO 376- 4"
"NGC 3347B","NGC","GALXY","10.7","-36.935","ANT","13.2","23.48","2.99","0.57","","ESO 376-10"
"NGC 3347C","NGC","GALXY","10.682","-36.288","ANT","14.2","23.93","1.35","0.94","","ESO 376- 5"
"NGC 3348","NGC","GALXY","10.786","72.84","UMA","10.92","22.46","2.13","2.13","","UGC 5875"
"NGC 3349","NGC","GALXY","10.731","6.763","LEO","15.2","22.94","0.7","0.64","","MCG 1-28- 2"
"NGC 3350","NGC","GALXY","10.74","30.725","LMI","14.3","23.12","0.65","0.6","","ZwG 155. 2"
"NGC 3351","NGC","GALXY","10.733","11.704","LEO","9.77","23.26","7.23","4.45","","M 95"
"NGC 3352","NGC","GALXY","10.737","22.371","LEO","12.56","23.05","1.43","0.95","","UGC 5851"
"NGC 3353","NGC","GALXY","10.756","55.96","UMA","12.7","22.37","1.36","0.98","","UGC 5860"
"NGC 3354","NGC","GALXY","10.717","-36.362","ANT","13.23","22.35","1.02","0.82","","ESO 376-14"
"NGC 3355","NGC","GALXY","10.691","-23.384","HYA","13.73","23.18","1.25","0.93","",""
"NGC 3356","NGC","GALXY","10.737","6.759","LEO","13.28","23.11","1.69","0.82","","UGC 5852"
"NGC 3357","NGC","GALXY","10.739","14.084","LEO","12.6","22.95","1.03","0.83","","UGC 5206"
"NGC 3358","NGC","GALXY","10.726","-36.411","ANT","11.61","23.59","3.62","1.82","","ESO 376-17"
"NGC 3359","NGC","GALXY","10.777","63.224","UMA","10.55","22.55","4.07","2.83","","UGC 5873"
"NGC 3360","NGC","GALXY","10.738","-11.243","SEX","13.73","23.02","1.03","0.81","","MCG - 2-28- 3"
"NGC 3361","NGC","GALXY","10.741","-11.208","SEX","12.84","23.06","2.23","0.77","","MCG - 2-28- 4"
"NGC 3362","NGC","GALXY","10.748","6.597","LEO","15.0","22.95","1.32","1.08","","UGC 5857"
"NGC 3363","NGC","GALXY","10.753","22.078","LEO","13.3","22.62","0.86","0.63","","UGC 5866"
"NGC 3364","NGC","GALXY","10.808","72.425","UMA","12.8","22.82","1.39","1.22","","UGC 5890"
"NGC 3365","NGC","GALXY","10.77","1.813","SEX","12.57","23.5","4.04","0.69","","UGC 5878"
"NGC 3366","NGC","GALXY","10.586","-43.692","VEL","11.71","22.47","2.72","1.31","","IC 2592"
"NGC 3367","NGC","GALXY","10.776","13.751","LEO","11.73","23.04","2.88","2.83","","UGC 5880"
"NGC 3368","NGC","GALXY","10.779","11.82","LEO","9.21","23.14","8.26","5.51","","M 96"
"NGC 3369","NGC","GALXY","10.779","-25.244","HYA","13.58","22.76","0.72","0.54","","ESO 501-95"
"NGC 3370","NGC","GALXY","10.784","17.274","LEO","12.16","22.54","2.44","1.42","","UGC 5887"
"NGC 3371","NGC","GALXY","10.805","12.629","LEO","10.9","","5.4","2.7","","NGC 3384"
"NGC 3372","NGC","BRTNB","10.752","-59.867","CAR","3.0","","120.0","120.0","Carina Nebula, eta Car Nebula, Eta Carinae Nebula, Keyhole Nebula","Dunlop 309, C 92"
"NGC 3373","NGC","GALXY","10.808","12.533","LEO","11.8","","2.9","1.3","","NGC 3389"
"NGC 3374","NGC","GALXY","10.8","43.187","UMA","13.7","23.45","1.22","0.88","","UGC 5901"
"NGC 3375","NGC","GALXY","10.784","-9.941","SEX","12.61","23.05","1.49","1.26","","MCG - 2-28- 8"
"NGC 3376","NGC","GALXY","10.791","6.048","SEX","13.8","23.14","1.13","0.53","","UGC 5891"
"NGC 3377","NGC","GALXY","10.795","13.986","LEO","10.27","22.89","3.87","1.87","","UGC 5899"
"NGC 3377A","NGC","GALXY","10.79","14.069","LEO","13.71","23.88","1.43","1.37","","UGC 5889"
"NGC 3378","NGC","GALXY","10.779","-40.016","ANT","12.8","22.99","1.5","1.35","","ESO 318-12"
"NGC 3379","NGC","GALXY","10.797","12.582","LEO","9.27","22.54","4.89","4.25","","M 105"
"NGC 3380","NGC","GALXY","10.803","28.602","LMI","12.5","23.08","1.56","1.4","","UGC 5906"
"NGC 3381","NGC","GALXY","10.807","34.711","LMI","11.7","23.18","2.02","1.82","","UGC 5909"
"NGC 3383","NGC","GALXY","10.789","-24.438","HYA","12.7","22.89","1.45","1.11","","ESO 501-97"
"NGC 3384","NGC","GALXY","10.805","12.629","LEO","9.96","23.17","5.24","2.37","","NGC 3371"
"NGC 3385","NGC","GALXY","10.803","4.928","SEX","12.6","23.39","1.61","0.88","","UGC 5908"
"NGC 3386","NGC","GALXY","10.803","4.999","SEX","14.8","23.62","1.06","1.0","","MCG 1-28- 10"
"NGC 3388","NGC","GALXY","10.857","8.567","LEO","14.3","","1","1","","NGC 3425"
"NGC 3389","NGC","GALXY","10.808","12.533","LEO","12.04","22.7","2.68","1.18","","NGC 3373"
"NGC 3390","NGC","GALXY","10.801","-31.533","HYA","12.23","23.17","3.11","0.69","","ESO 437-62"
"NGC 3391","NGC","GALXY","10.816","14.22","LEO","12.9","21.41","0.87","0.56","","UGC 5920"
"NGC 3392","NGC","GALXY","10.851","65.782","UMA","16.11","23.17","0.9","0.67","","MCG 11-13- 42"
"NGC 3393","NGC","GALXY","10.807","-25.162","HYA","13.09","23.18","1.95","1.7","","ESO 501-100"
"NGC 3394","NGC","GALXY","10.844","65.727","UMA","12.4","23.18","1.77","1.36","","UGC 5937"
"NGC 3395","NGC","GALXY","10.831","32.983","LMI","12.06","21.65","1.6","0.89","","IC 2613, UGC 5931"
"NGC 3396","NGC","GALXY","10.832","32.991","LMI","12.5","22.96","3.1","1.27","","UGC 5935"
"NGC 3397","NGC","GALXY","10.744","76.809","DRA","13.0","","1.9","1.1","","NGC 3329"
"NGC 3398","NGC","GALXY","10.859","55.391","UMA","14.4","22.2","0.86","0.32","","IC 644"
"NGC 3399","NGC","GALXY","10.824","16.219","LEO","12.8","24.12","1.52","1.38","","MCG 3-28- 12"
"NGC 3400","NGC","GALXY","10.846","28.469","LMI","13.2","23.46","1.53","0.91","","UGC 5949"
"NGC 3402","NGC","GALXY","10.841","-12.845","HYA","11.89","23.13","1.85","1.78","","NGC 3411"
"NGC 3403","NGC","GALXY","10.899","73.69","DRA","12.2","23.23","2.78","1.04","","UGC 5997"
"NGC 3404","NGC","GALXY","10.838","-12.109","HYA","14.0","23.6","2.06","0.6","","IC 2609"
"NGC 3405","NGC","GALCL","10.829","16.24","LEO","14.4","","1.2","0.8","","UGC 5933"
"NGC 3405 NED01","NGC","GALXY","10.829","16.239","LEO","","24.1","1.29","0.98","",""
"NGC 3405 NED02","NGC","GALXY","10.829","16.242","LEO","","23.41","0.66","0.5","",""
"NGC 3406","NGC","GALCL","10.862","51.024","UMA","13.7","","1.2","0.6","","UGC 5970"
"NGC 3406 NED01","NGC","GALXY","10.862","51.022","UMA","","23.74","1.45","1.0","",""
"NGC 3406 NED02","NGC","GALXY","10.862","51.025","UMA","","23.81","1.12","0.55","",""
"NGC 3407","NGC","GALXY","10.872","61.38","UMA","13.6","23.96","1.35","0.67","","UGC 5978"
"NGC 3408","NGC","GALXY","10.87","58.438","UMA","13.4","22.57","0.85","0.72","","UGC 5977"
"NGC 3409","NGC","GALXY","10.839","-17.044","HYA","15.0","24.09","1.39","0.32","","MCG - 3-28- 12"
"NGC 3410","NGC","GALXY","10.865","51.007","UMA","14.1","23.2","0.87","0.59","","MCG 9-18- 42"
"NGC 3411","NGC","GALXY","10.841","-12.845","HYA","11.9","13.5","2.1","2.1","","NGC 3402"
"NGC 3412","NGC","GALXY","10.848","13.412","LEO","10.53","23.14","3.96","2.17","","UGC 5952"
"NGC 3413","NGC","GALXY","10.856","32.766","LMI","12.1","23.43","2.02","0.85","","UGC 5960"
"NGC 3414","NGC","GALXY","10.855","27.975","LMI","11.09","22.89","2.67","1.37","","UGC 5959"
"NGC 3415","NGC","GALXY","10.862","43.713","UMA","12.61","22.76","1.35","0.78","","UGC 5969"
"NGC 3416","NGC","GALXY","10.863","43.764","UMA","14.4","22.57","0.59","0.25","","MCG 7-22- 73"
"NGC 3417","NGC","GALXY","10.85","8.473","LEO","15.3","23.28","0.81","0.52","","ZwG 66. 39"
